crop_code,crop_name,crop_cat1,bln_country,B_LU,B_LU_EOM,B_LU_EOM_RESIDUE,B_LU_HC,B_LU_WATERSTRESS_OBIC,B_LU_MAKKINK
2795,"bloemkool, winter, productie",arable,NL,nl_2795,1640.08,150,0.32,wintergroenten,overig
2796,"bloemkool, winter, zaden en opkweekmateriaal",arable,NL,nl_2796,1640.08,150,0.32,wintergroenten,overig
2797,"bloemkool, zomer, productie",arable,NL,nl_2797,1640.08,150,0.32,zomergroenten,bloemkool
2798,"bloemkool, zomer, zaden en opkweekmateriaal",arable,NL,nl_2798,1000,150,0.32,zomergroenten,bloemkool
2799,"prei, winter, productie",arable,NL,nl_2799,100,350,0.2,wintergroenten,overig
2800,"prei, winter, zaden en opkweekmateriaal",arable,NL,nl_2800,100,350,0.32,wintergroenten,overig
2801,"prei, zomer, productie",arable,NL,nl_2801,100,350,0.2,zomergroenten,prei
2802,"prei, zomer, zaden en opkweekmateriaal",arable,NL,nl_2802,100,350,0.32,zomergroenten,prei
2951,"aardappelen, consumptie op klei/loessgrond",arable,NL,nl_2951,875,0,0.22,aardappel,aardappels
3055,lisdodde,nature,NL,nl_3055,0,0,0.2,natuur,overig
3500,"klaver, alexandrijnse",arable,NL,nl_3500,1200,0,0.3,overig,grasklaver
3501,beemdlangbloem,arable,NL,nl_3501,0,0,0.81,overig boomteelt,bloembollen
3502,bladkool,arable,NL,nl_3502,850,0,0.32,zomergroenten,bloemkool
3503,bladraap,arable,NL,nl_3503,875,0,0.2,bladgroenten,bladrammenas
3504,bladrammenas,arable,NL,nl_3504,850,0,0.2,overig,bladrammenas
3505,deder,arable,NL,nl_3505,0,0,0.2,overig,overig
3506,engels raaigras,arable,NL,nl_3506,980,0,0.24,grasland zonder herinzaai,grasland
3507,ethiopische mosterd,arable,NL,nl_3507,850,0,0.24,overig,overig
3508,facelia,arable,NL,nl_3508,650,0,0.2,overig,overig
3509,festulolium,arable,NL,nl_3509,0,0,0.35,overig,grasland
3510,boekweit,arable,NL,nl_3510,0,0,0.31,overig,graan
3511,"klaver, incarnaat",arable,NL,nl_3511,1200,0,0.3,overig,grasklaver
3512,italiaans raaigras,grassland,NL,nl_3512,1255,0,0.24,grasland zonder herinzaai,grasland
3513,westerwolds raaigras,grassland,NL,nl_3513,980,0,0.24,grasland zonder herinzaai,grasland
3514,niger,nature,NL,nl_3514,0,0,0.2,natuur,overig
3515,"klaver, perzische",arable,NL,nl_3515,1200,0,0.3,overig,grasklaver
3516,rietzwenkgras,grassland,NL,nl_3516,980,0,0.31,grasland met herinzaai,grasland
3517,sarepta mosterd/caliente,arable,NL,nl_3517,0,0,0.24,overig,overig
3518,seradelle,arable,NL,nl_3518,0,0,0.2,overig,overig
3519,soedangras/sorghum,grassland,NL,nl_3519,850,0,0.31,overig,grasland
3520,spurrie,arable,NL,nl_3520,650,0,0.2,overig,overig
3521,stoppelknollen,arable,NL,nl_3521,830,0,0.24,overig,bol en knolgewassen
3522,timothee,arable,NL,nl_3522,700,0,0.33,grasland zonder herinzaai,grasland
3523,veldbeemdgras,grassland,NL,nl_3523,980,0,0.33,grasland zonder herinzaai,grasland
3524,"klaver, witte",arable,NL,nl_3524,1200,0,0.3,overig,grasklaver
3718,"grasland, natuurlijk",grassland,NL,nl_3718,1400,0,0.35,grasland zonder herinzaai,grasland
3719,heide,nature,NL,nl_3719,0,0,0.32,natuur,overig
3720,"faunaranden, grasland",nature,NL,nl_3720,0,0,0.35,grasland met herinzaai,natuurlijk grasland
3721,"faunaranden, bouwland",nature,NL,nl_3721,0,0,0.35,natuur,natuurlijk grasland
3722,overige natuurterreinen,nature,NL,nl_3722,0,0,0.35,natuur,jong bos
3730,"aardappelen, poot op klei/loessgrond (nak)",arable,NL,nl_3730,875,0,0.22,aardappel,aardappels
3731,"aardappelen, poot op zand/veengrond (nak)",arable,NL,nl_3731,875,0,0.22,aardappel,aardappels
3732,"aardappelen, zetmeel (incl. tbm-pootgoed)",arable,NL,nl_3732,875,0,0.22,aardappel,aardappels
3736,"vlas, vezel-",arable,NL,nl_3736,100,0,0.33,overig,graan
3792,"aardappelen, consumptie op zand/veengrond",arable,NL,nl_3792,875,0,0.22,aardappel,aardappels
3801,"tijdelijk onbeteelde grond, i.v.m. publieke werken",arable,NL,nl_3801,0,0,0.35,natuur,braak
3802,"tijdelijk onbeteelde grond, anders dan voor publieke werken",arable,NL,nl_3802,0,0,0.35,natuur,braak
3803,"rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras. (ea: beheer)",nature,NL,nl_3803,500,0,0.35,natuur,grasland
3804,"rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras. (ea: onbeheerd)",nature,NL,nl_3804,500,0,0.35,natuur,grasland
3805,"rietzwenkgras, industriegras",grassland,NL,nl_3805,980,0,0.31,grasland met herinzaai,grasland
3806,"boomkwekerijgewassen en vaste planten, open grond",arable,NL,nl_3806,1175,0,0.81,overig boomteelt,jong bos
3807,"rietzwenkgras, anders dan voor industriegras",grassland,NL,nl_3807,980,0,0.31,grasland met herinzaai,grasland
3808,roodzwenkgras,grassland,NL,nl_3808,0,0,0.3,grasland zonder herinzaai,grasland
6520,azolla,nature,NL,nl_6520,0,0,0.31,natuur,overig
6521,wilde rijst,arable,NL,nl_6521,0,0,0.81,overig boomteelt,graan
6522,riet,nature,NL,nl_6522,0,0,0.31,grasland met herinzaai,overig
6632,zoete aardappelen,arable,NL,nl_6632,0,0,0.22,zomergroenten,overig
6636,naakte haver,arable,NL,nl_6636,0,0,0.31,granen,overig
6660,"uien, gele zaai-",arable,NL,nl_6660,300,0,0.24,zomergroenten,zaaiuien
6664,"uien, rode zaai-",arable,NL,nl_6664,300,0,0.24,zomergroenten,zaaiuien
6746,"beemdlangbloem, graszaad",grassland,NL,nl_6746,2300,0,0.33,grasland met herinzaai,grasland
6748,"beemdlangbloem, groenbemesting, vanggewas",grassland,NL,nl_6748,850,0,0.33,grasland met herinzaai,bladrammenas
6749,bieslook,arable,NL,nl_6749,300,0,0.35,bladgroenten,overig
6750,"engels raaigras, graszaad",grassland,NL,nl_6750,2300,0,0.32,grasland met herinzaai,grasland
6751,"engels raaigras, groenbemesting, vanggewas",grassland,NL,nl_6751,1150,0,0.24,grasland met herinzaai,bladrammenas
6752,"festulolium, graszaad",grassland,NL,nl_6752,2300,0,0.35,grasland met herinzaai,grasland
6753,"festulolium, groenbemesting, vanggewas",grassland,NL,nl_6753,850,0,0.35,grasland met herinzaai,bladrammenas
6754,"italiaans raaigras, graszaad",grassland,NL,nl_6754,2300,0,0.32,grasland met herinzaai,grasland
6755,"italiaans raaigras, groenbemesting, vanggewas",grassland,NL,nl_6755,1100,0,0.24,grasland met herinzaai,bladrammenas
6756,"klaver, alexandrijnse, groenbemesting, vanggewas",arable,NL,nl_6756,600,0,0.3,overig,bladrammenas
6757,"klaver, alexandrijnse, klaverzaad",arable,NL,nl_6757,1200,0,0.32,overig,grasklaver
6758,"klaver, incarnaat, groenbemesting, vanggewas",arable,NL,nl_6758,1100,0,0.3,overig,bladrammenas
6759,"klaver, incarnaat, klaverzaad",arable,NL,nl_6759,1200,0,0.32,overig,grasklaver
6760,"klaver, perzische, groenbemesting, vanggewas",arable,NL,nl_6760,600,0,0.3,overig,bladrammenas
6761,"klaver, perzische, klaverzaad",arable,NL,nl_6761,1200,0,0.32,overig,grasklaver
6762,"klaver, rode, groenbemesting, vanggewas",arable,NL,nl_6762,1100,0,0.3,overig,bladrammenas
6763,"klaver, rode, klaverzaad",arable,NL,nl_6763,1165,0,0.32,overig,grasklaver
6764,"klaver, witte, groenbemesting, vanggewas",arable,NL,nl_6764,850,0,0.3,overig,bladrammenas
6765,"klaver, witte, klaverzaad",arable,NL,nl_6765,850,0,0.32,overig,grasklaver
6766,lamsoor,nature,NL,nl_6766,0,0,0.35,grasland met herinzaai,overig
6767,linzen,arable,NL,nl_6767,0,0,0.35,zomergroenten,tuinbonen
6768,overig graszaad,grassland,NL,nl_6768,2300,0,0.32,grasland met herinzaai,grasland
6769,overig klaverzaad,arable,NL,nl_6769,1200,0,0.32,overig,grasklaver
6782,"rietzwenkgras, graszaad",grassland,NL,nl_6782,2300,0,0.32,grasland met herinzaai,grasland
6783,"rietzwenkgras, groenbemesting, vanggewas",grassland,NL,nl_6783,1050,0,0.31,grasland met herinzaai,bladrammenas
6784,"roodzwenkgras, graszaad",grassland,NL,nl_6784,2300,0,0.32,grasland met herinzaai,grasland
6785,"roodzwenkgras, groenbemesting, vanggewas",grassland,NL,nl_6785,850,0,0.3,grasland met herinzaai,bladrammenas
6786,"timothee, graszaad",grassland,NL,nl_6786,2300,0,0.33,grasland met herinzaai,grasland
6787,"timothee, groenbemesting, vanggewas",grassland,NL,nl_6787,850,0,0.33,grasland met herinzaai,bladrammenas
6788,"veldbeemdgras, graszaad",grassland,NL,nl_6788,2300,0,0.33,grasland met herinzaai,grasland
6789,"veldbeemdgras, groenbemesting, vanggewas",grassland,NL,nl_6789,850,0,0.33,grasland met herinzaai,bladrammenas
6790,"westerwolds raaigras, graszaad",grassland,NL,nl_6790,2300,0,0.32,grasland met herinzaai,grasland
6791,"westerwolds raaigras, groenbemesting, vanggewas",grassland,NL,nl_6791,1050,0,0.24,grasland met herinzaai,bladrammenas
6792,zeekraal,nature,NL,nl_6792,0,0,0.35,grasland met herinzaai,overig
6793,graften,nature,NL,nl_6793,0,0,0.35,natuur,jong bos
6794,"groene braak, spontane opkomst",nature,NL,nl_6794,0,0,0.35,overig,braak
6795,"liatris, bloembollen en -knollen",arable,NL,nl_6795,0,0,0.24,bloembollen,bloembollen
6796,"liatris, droogbloemen",arable,NL,nl_6796,0,0,0.35,bloembollen,bloembollen
6797,"liatris, overige bloemkwekerijgewassen",arable,NL,nl_6797,0,0,0.24,bloembollen,bloembollen
6798,perceel bedekt met gewasresten (mulching),arable,NL,nl_6798,0,0,0.35,overig,overig
6799,rijst,arable,NL,nl_6799,0,0,0.31,grasland met herinzaai,graan
6800,ruigtes op landbouwpercelen,nature,NL,nl_6800,0,0,0.35,natuur,jong bos
6801,schouwpad,nature,NL,nl_6801,0,0,0.35,natuur,overig
6802,sedum,nature,NL,nl_6802,0,0,0.35,overig,overig
6803,"sneeuwklokje, bloembollen en -knollen",arable,NL,nl_6803,500,0,0.24,bloembollen,bloembollen
6804,"sneeuwklokje, droogbloemen",arable,NL,nl_6804,500,0,0.35,bloembollen,bloembollen
6805,"sneeuwklokje, overige bloemkwekerijgewassen",arable,NL,nl_6805,500,0,0.24,bloembollen,bloembollen
6806,snijrogge,arable,NL,nl_6806,1500,0,0.31,granen,wintertarwe
6807,stroken wild gras,nature,NL,nl_6807,0,0,0.35,natuur,grasland
6808,tuunwallen,nature,NL,nl_6808,0,0,0.35,natuur,jong bos
6809,voederhaag,nature,NL,nl_6809,0,0,0.35,natuur,jong bos
7121,"bonen, witte-",arable,NL,nl_7121,650,0,0.24,zomergroenten,tuinbonen
7122,yacon,arable,NL,nl_7122,0,0,0.35,zomergroenten,overig
7124,"raapzaad, winter",arable,NL,nl_7124,975,0,0.32,overig,overig
7125,"overige groenbemesters, niet-vlinderbloemige-, niet zijnde gras",nature,NL,nl_7125,800,0,0.24,overig,bladrammenas
7126,"overige gras, groenbemesting, vanggewas",nature,NL,nl_7126,0,0,0.35,grasland met herinzaai,bladrammenas
7127,rietland,nature,NL,nl_7127,0,0,0.31,grasland met herinzaai,overig
7128,rietkraag/rietzoom,nature,NL,nl_7128,0,0,0.31,grasland met herinzaai,bos
7129,"rogge, groenvoedergewas",arable,NL,nl_7129,1500,0,0.31,granen,wintertarwe
7130,"rogge, korrelgewas",arable,NL,nl_7130,1500,0,0.31,granen,wintertarwe
7131,"rogge, groenbemesting, vanggewas",arable,NL,nl_7131,850,0,0.31,granen,bladrammenas
